============================================================
Kurepa Heavy Computation — Start: 2026-03-12 12:03:58
Grenze: p ≤ 10,000,000 | Kerne: 20 | Chunk: 5,000
============================================================
Generiere Primzahlen...
  664,578 Primzahlen bis 10,000,000 (11.1s)
Numba JIT warm-up...
  JIT bereit.

Verarbeite 133 Chunks mit 20 Kernen...

  Chunk   0:    5,000 Primzahlen (3–48,619) — 3.4s — Verletzungen: 0
  Chunk   1:    5,000 Primzahlen (48,623–104,743) — 13.4s — Verletzungen: 0
  Chunk   2:    5,000 Primzahlen (104,759–163,847) — 29.4s — Verletzungen: 0
  Chunk   4:    5,000 Primzahlen (224,759–287,137) — 37.3s — Verletzungen: 0
  Chunk   6:    5,000 Primzahlen (350,411–414,991) — 63.8s — Verletzungen: 0
  Chunk   3:    5,000 Primzahlen (163,853–224,743) — 36.1s — Verletzungen: 0
  Chunk   8:    5,000 Primzahlen (479,951–545,749) — 88.5s — Verletzungen: 0
  Chunk   5:    5,000 Primzahlen (287,141–350,381) — 52.1s — Verletzungen: 0
  Chunk  10:    5,000 Primzahlen (611,969–679,279) — 97.1s — Verletzungen: 0
  Chunk   7:    5,000 Primzahlen (415,013–479,939) — 55.5s — Verletzungen: 0
  Chunk  12:    5,000 Primzahlen (746,791–814,309) — 125.4s — Verletzungen: 0
  Chunk  14:    5,000 Primzahlen (882,391–951,193) — 128.7s — Verletzungen: 0
  Chunk  16:    5,000 Primzahlen (1,020,401–1,090,381) — 156.0s — Verletzungen: 0
  Chunk  18:    5,000 Primzahlen (1,159,541–1,229,273) — 164.6s — Verletzungen: 0
  Chunk   9:    5,000 Primzahlen (545,759–611,957) — 89.5s — Verletzungen: 0
  Chunk  20:    5,000 Primzahlen (1,299,743–1,370,461) — 219.6s — Verletzungen: 0
  Chunk  11:    5,000 Primzahlen (679,297–746,777) — 131.2s — Verletzungen: 0
  Chunk  22:    5,000 Primzahlen (1,441,057–1,511,563) — 238.6s — Verletzungen: 0
  Chunk  26:    5,000 Primzahlen (1,726,957–1,798,987) — 253.8s — Verletzungen: 0
  Chunk  13:    5,000 Primzahlen (814,327–882,389) — 140.9s — Verletzungen: 0
  Chunk  24:    5,000 Primzahlen (1,583,599–1,655,141) — 266.4s — Verletzungen: 0
  Chunk  15:    5,000 Primzahlen (951,221–1,020,389) — 145.5s — Verletzungen: 0
  Chunk  28:    5,000 Primzahlen (1,870,709–1,942,751) — 287.8s — Verletzungen: 0
  Chunk  30:    5,000 Primzahlen (2,015,183–2,088,139) — 312.1s — Verletzungen: 0
  Chunk  34:    5,000 Primzahlen (2,307,247–2,381,149) — 367.0s — Verletzungen: 0
  Chunk  17:    5,000 Primzahlen (1,090,387–1,159,531) — 213.8s — Verletzungen: 0
  Chunk  32:    5,000 Primzahlen (2,160,589–2,234,143) — 384.7s — Verletzungen: 0
  Chunk  19:    5,000 Primzahlen (1,229,279–1,299,721) — 235.6s — Verletzungen: 0
  Chunk  36:    5,000 Primzahlen (2,454,623–2,528,419) — 413.1s — Verletzungen: 0
  Chunk  38:    5,000 Primzahlen (2,601,899–2,675,921) — 443.6s — Verletzungen: 0
  Chunk  21:    5,000 Primzahlen (1,370,471–1,441,051) — 253.2s — Verletzungen: 0
  Chunk  23:    5,000 Primzahlen (1,511,569–1,583,591) — 303.7s — Verletzungen: 0
  Chunk  40:    5,000 Primzahlen (2,750,171–2,823,607) — 536.7s — Verletzungen: 0
  Chunk  27:    5,000 Primzahlen (1,798,997–1,870,669) — 344.6s — Verletzungen: 0
  Chunk  42:    5,000 Primzahlen (2,898,557–2,973,073) — 560.1s — Verletzungen: 0
  Chunk  25:    5,000 Primzahlen (1,655,153–1,726,951) — 362.5s — Verletzungen: 0
  Chunk  44:    5,000 Primzahlen (3,047,789–3,122,341) — 619.2s — Verletzungen: 0
  Chunk  29:    5,000 Primzahlen (1,942,753–2,015,179) — 421.7s — Verletzungen: 0
  Chunk  46:    5,000 Primzahlen (3,196,951–3,271,321) — 640.1s — Verletzungen: 0
  Chunk  31:    5,000 Primzahlen (2,088,199–2,160,563) — 475.7s — Verletzungen: 0
  Chunk  48:    5,000 Primzahlen (3,346,633–3,421,793) — 654.4s — Verletzungen: 0
  Chunk  33:    5,000 Primzahlen (2,234,149–2,307,233) — 483.3s — Verletzungen: 0
  Chunk  50:    5,000 Primzahlen (3,497,873–3,573,887) — 665.3s — Verletzungen: 0
  Chunk  35:    5,000 Primzahlen (2,381,153–2,454,619) — 548.6s — Verletzungen: 0
  Chunk  37:    5,000 Primzahlen (2,528,441–2,601,869) — 561.5s — Verletzungen: 0
  Chunk  39:    5,000 Primzahlen (2,675,923–2,750,161) — 570.3s — Verletzungen: 0
  Chunk  52:    5,000 Primzahlen (3,648,943–3,724,243) — 813.8s — Verletzungen: 0
  Chunk  41:    5,000 Primzahlen (2,823,617–2,898,541) — 554.8s — Verletzungen: 0
  Chunk  54:    5,000 Primzahlen (3,800,219–3,875,869) — 926.2s — Verletzungen: 0
  Chunk  56:    5,000 Primzahlen (3,951,173–4,027,927) — 893.9s — Verletzungen: 0
  Chunk  43:    5,000 Primzahlen (2,973,077–3,047,773) — 683.0s — Verletzungen: 0
  Chunk  58:    5,000 Primzahlen (4,103,651–4,180,153) — 930.7s — Verletzungen: 0
  Chunk  60:    5,000 Primzahlen (4,256,257–4,333,099) — 963.9s — Verletzungen: 0
  Chunk  45:    5,000 Primzahlen (3,122,347–3,196,939) — 760.5s — Verletzungen: 0
  Chunk  47:    5,000 Primzahlen (3,271,357–3,346,621) — 741.7s — Verletzungen: 0
  Chunk  62:    5,000 Primzahlen (4,410,347–4,485,487) — 1001.0s — Verletzungen: 0
  Chunk  64:    5,000 Primzahlen (4,562,711–4,639,277) — 973.1s — Verletzungen: 0
  Chunk  49:    5,000 Primzahlen (3,421,799–3,497,867) — 762.2s — Verletzungen: 0
  Chunk  66:    5,000 Primzahlen (4,716,091–4,793,317) — 1119.9s — Verletzungen: 0
  Chunk  51:    5,000 Primzahlen (3,573,917–3,648,941) — 967.9s — Verletzungen: 0
  Chunk  68:    5,000 Primzahlen (4,869,889–4,946,237) — 1232.2s — Verletzungen: 0
  Chunk  70:    5,000 Primzahlen (5,023,331–5,100,593) — 1219.9s — Verletzungen: 0
  Chunk  53:    5,000 Primzahlen (3,724,249–3,800,213) — 986.3s — Verletzungen: 0
  Chunk  55:    5,000 Primzahlen (3,875,873–3,951,169) — 955.6s — Verletzungen: 0
  Chunk  72:    5,000 Primzahlen (5,178,067–5,254,861) — 1338.7s — Verletzungen: 0
  Chunk  74:    5,000 Primzahlen (5,332,541–5,410,127) — 1343.1s — Verletzungen: 0
